Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
0.164751,0,Cancel,177353759,,,,G
0.16476,0,Insert,177353795,B,1000,1470,G
0.164764,0,Insert,177353803,B,3000,1468,G
0.164766,0,Cancel,177353515,,,,G
0.164766,0,Insert,177353807,B,2000,1130,G
0.164778,0,Cancel,177353235,,,,G
0.164815,0,Cancel,177351591,,,,G
0.164866,0,Insert,177353811,A,1000,1475,G
0.164896,0,Insert,177353823,A,2000,1481,G
0.164927,0,Insert,177353835,A,1000,1472,G
0.164995,0,Cancel,177352127,,,,G
0.164995,0,Insert,177353843,A,2000,1818,G
0.170988,0,Cancel,177349767,,,,G
0.172123,0,Insert,177353963,A,1000,1522,G
0.189143,0,Insert,177354191,B,1000,1470,G
0.189197,0,Insert,177354203,A,400,1472,G
0.189289,0,Insert,177354227,A,8000,1472,G
0.189313,0,Cancel,177352347,,,,G
0.189314,0,Cancel,177353207,,,,G
0.189347,0,Insert,177354247,A,1000,1473,G
0.189352,0,Cancel,177354191,,,,G
0.189365,0,Insert,177354251,B,1000,1467,G
0.189497,0,Insert,177354271,B,1000,1470,G
0.189712,0,Cancel,177353751,,,,G
0.189816,0,Insert,177354331,A,740,1472,G
0.189904,0,Cancel,177354247,,,,G
0.189917,0,Insert,177354375,A,8000,1471,G
0.189929,0,Cancel,177353835,,,,G
0.189933,0,Insert,177354379,A,1000,1471,G
0.189948,0,Insert,177354387,A,3000,1474,G
0.189977,0,Insert,177354407,A,400,1471,G
0.18999,0,Cancel,177354203,,,,G
0.190001,0,Cancel,177353843,,,,G
0.190001,0,Insert,177354419,A,2000,1817,G
0.190001,0,Cancel,177353811,,,,G
0.190021,0,Cancel,177353823,,,,G
0.190091,0,Cancel,177354271,,,,G
0.190185,0,Cancel,177354251,,,,G
0.190316,0,Cancel,177353795,,,,G
0.19119,0,Insert,177354563,A,1000,1472,G
0.191285,0,Cancel,177354563,,,,G
0.191464,0,Cancel,177353791,,,,G
0.191499,0,Insert,177354595,B,1000,1469,G
0.191546,0,Cancel,177353807,,,,G
0.191546,0,Insert,177354607,B,2000,1129,G
0.191822,0,Insert,177354611,B,1000,1463,G
0.191824,0,Insert,177354615,B,2000,1460,G
0.192302,0,Insert,177354627,A,1000,1472,G
0.195602,0,Cancel,177352303,,,,G
0.198529,1,Cancel,7028062,,,,
0.198529,1,Cancel,7028063,,,,
0.198529,1,Insert,7028064,A,10000,1476,G
0.198529,1,Insert,7028065,B,10000,1464,G
0.213321,0,Insert,177354995,A,1000,1472,G
0.213378,0,Cancel,177354595,,,,G
0.21352,0,Cancel,177353803,,,,G
0.235574,0,Insert,177355499,A,1000,1472,G
0.248285,0,Insert,177355635,B,1000,1454,G
0.248648,0,Insert,177355703,B,1000,1469,G
0.248694,0,Insert,177355723,B,8000,1469,G
0.248721,0,Insert,177355727,A,1000,1472,G
0.269163,0,Cancel,177355723,,,,G
0.269478,0,Cancel,177351831,,,,G
0.305778,0,Cancel,177355703,,,,G
0.305791,0,Cancel,177352535,,,,G
0.305892,0,Cancel,177352015,,,,G
0.305996,0,Cancel,177352539,,,,G
0.32114,0,Insert,177356843,B,1000,1469,G
0.331292,0,Insert,177357039,B,8000,1469,G
0.331318,0,Insert,177357043,B,1000,1469,G
0.331358,0,Insert,177357047,B,1000,1466,G
0.331364,0,Insert,177357051,B,1000,1469,G
0.352423,0,Insert,177357271,A,1000,1486,G
0.360031,0,Cancel,177355635,,,,G
0.360054,0,Cancel,177357039,,,,G
0.36007,0,Cancel,177357047,,,,G
0.360074,0,Cancel,177356843,,,,G
0.360176,0,Insert,177357327,B,1000,1469,G
0.360339,0,Cancel,177354379,,,,G
0.360566,0,Insert,177357391,A,1000,1471,G
0.360664,0,Cancel,177354627,,,,G
0.360767,0,Cancel,177357051,,,,G
0.360888,0,Insert,177357467,B,1000,1466,G
0.361197,0,Insert,177357483,A,1000,1472,G
0.361221,0,Cancel,177357043,,,,G
0.362468,0,Cancel,177357467,,,,G
0.367551,0,Cancel,177357483,,,,G
0.367608,0,Insert,177357687,B,1000,1466,G
0.374314,0,Insert,177357819,A,1000,1472,G
0.374611,0,Cancel,177357687,,,,G
0.374636,0,Insert,177357827,B,1000,1172,G
0.409108,0,Cancel,177357327,,,,G
0.41786,0,Insert,177358155,A,2000,1473,G
0.420135,0,Insert,177358247,A,1000,1471,G
0.420162,0,Cancel,177351459,,,,G
0.442427,0,Insert,177358799,B,1000,1454,G
0.468479,0,Insert,177359771,B,1000,1469,G
0.475514,0,Cancel,177354611,,,,G
0.475515,0,Insert,177359827,B,1000,1469,G
0.475567,0,Cancel,177358247,,,,G
0.483587,0,Cancel,177358155,,,,G
0.48534,0,Cancel,177359827,,,,G
0.485345,0,Insert,177359983,A,2000,1473,G
0.497229,0,Insert,177360243,A,1000,1471,G
0.49724,0,Cancel,177359771,,,,G
0.498944,1,Cancel,7028064,,,,
0.498944,1,Cancel,7028065,,,,
0.498944,1,Insert,7028066,A,10000,1476,G
0.498944,1,Insert,7028067,B,10000,1464,G
0.50071,0,Insert,177360291,B,740,1468,G
0.501092,0,Insert,177360311,B,2000,1459,G
0.505192,0,Insert,177360343,B,1000,1468,G
0.509762,0,Insert,177360387,B,450,1469,G
0.509793,0,Insert,177360391,A,1000,1472,G
0.509799,0,Insert,177360395,B,3000,1467,G
0.51021,0,Insert,177360403,B,450,1469,G
0.510369,0,Insert,177360407,A,1000,1474,G
0.51095,0,Cancel,177360407,,,,G
0.517532,0,Cancel,177360311,,,,G
0.525421,0,Insert,177360543,B,100,1350,G
0.526865,0,Insert,177360559,A,1000,1471,G
0.526977,0,Cancel,177360559,,,,G
0.527083,0,Cancel,177360291,,,,G
0.527086,0,Insert,177360563,A,1000,1471,G
0.527115,0,Insert,177360567,A,1000,1471,G
0.527139,0,Insert,177360571,A,1000,1474,G
0.527254,0,Insert,177360587,A,120,1471,G
0.52726,0,Insert,177360591,B,1000,1463,G
0.52727,0,Insert,177360599,A,1000,1470,G
0.5273,0,Cancel,177354995,,,,G
0.5273,0,Cancel,177355499,,,,G
0.5273,0,Cancel,177360391,,,,G
0.527301,0,Cancel,177355727,,,,G
0.527303,0,Cancel,177354387,,,,G
0.527306,0,Insert,177360607,A,3000,1473,G
0.527335,0,Insert,177360627,A,400,1470,G
0.527352,0,Cancel,177354407,,,,G
0.527354,0,Cancel,177354419,,,,G
0.527354,0,Insert,177360631,A,2000,1816,G
0.527355,0,Cancel,177352055,,,,G
0.527361,0,Cancel,177352047,,,,G
0.527407,0,Insert,177360663,A,1000,1474,G
0.527434,0,Cancel,177354607,,,,G
0.527434,0,Insert,177360667,B,2000,1128,G
0.527688,0,Cancel,177360403,,,,G
0.52835,0,Insert,177360799,B,450,1468,G
0.528379,0,Cancel,177360599,,,,G
0.528408,0,Insert,177360811,A,3000,1472,G
0.52843,0,Cancel,177360627,,,,G
0.528461,0,Insert,177360827,A,2000,1480,G
0.528488,0,Cancel,177360571,,,,G
0.531266,0,Cancel,177360587,,,,G
0.531624,0,Insert,177360931,A,1000,1474,G
0.531862,0,Cancel,177360631,,,,G
0.531862,0,Insert,177360943,A,2000,1817,G
0.558897,0,Cancel,177360563,,,,G
0.558954,0,Insert,177361327,A,400,1471,G
0.559077,0,Cancel,177360567,,,,G
0.569196,0,Insert,177361499,A,10,1471,G
0.589382,0,Insert,177361723,B,1000,1466,G
0.589932,0,Cancel,177361723,,,,G
0.590241,0,Insert,177361739,B,1000,1466,G
0.590376,0,Insert,177361755,B,1000,1469,G
0.590376,0,Insert,177361759,B,1000,1469,G
0.590403,0,Cancel,177360243,,,,G
0.590454,0,Cancel,177360667,,,,G
0.590454,0,Insert,177361775,B,2000,1129,G
0.590646,0,Insert,177361783,B,1000,1469,G
0.590646,0,Cancel,177360663,,,,G
0.590805,0,Insert,177361791,B,1000,1465,G
0.597265,0,Cancel,177359983,,,,G
0.597306,0,Insert,177361947,B,8000,1469,G
0.597851,0,Insert,177361999,B,1000,1469,G
0.598436,0,Cancel,177360343,,,,G
0.614274,0,Cancel,177361947,,,,G
0.617464,0,Cancel,177361999,,,,G
0.692621,0,Cancel,177361783,,,,G
0.692869,0,Cancel,177361739,,,,G
0.697574,0,Insert,177364051,B,1000,1469,G
0.697606,0,Insert,177364055,B,1000,1469,G
0.697639,0,Insert,177364059,B,1000,1466,G
0.703904,0,Insert,177364099,B,8000,1469,G
0.704052,0,Cancel,177357819,,,,G
0.704183,0,Cancel,177354331,,,,G
0.704185,0,Insert,177364127,B,750,1469,G
0.704267,0,Cancel,177354375,,,,G
0.704267,0,Cancel,177357391,,,,G
0.704285,0,Cancel,177357271,,,,G
0.704287,0,Cancel,177360607,,,,G
0.704364,0,Cancel,177361327,,,,G
0.704391,0,Cancel,177360591,,,,G
0.704395,0,Insert,177364203,B,1000,1470,G
0.704452,0,Insert,177364239,A,400,1472,G
0.704473,0,Cancel,177361775,,,,G
0.704473,0,Insert,177364259,B,2000,1130,G
0.704515,0,Cancel,177354615,,,,G
0.704542,0,Insert,177364287,B,1000,1470,G
0.704598,0,Cancel,177364203,,,,G
0.704705,0,Insert,177364323,B,1000,1467,G
0.704867,0,Cancel,177360943,,,,G
0.704867,0,Insert,177364383,A,2000,1818,G
0.705123,0,Insert,177364463,B,1000,1470,G
0.705288,0,Cancel,177358799,,,,G
0.706185,0,Insert,177364675,B,1000,1470,G
0.706702,0,Insert,177364707,B,1000,1470,G
0.708372,0,Cancel,177360799,,,,G
0.708537,0,Cancel,177364707,,,,G
0.708823,0,Cancel,177364675,,,,G
0.708964,0,Cancel,177364127,,,,G
0.708967,0,Cancel,177364463,,,,G
0.708982,0,Cancel,177364323,,,,G
0.712041,0,Insert,177365247,A,1000,1472,G
0.712064,0,Cancel,177364287,,,,G
0.712127,0,Cancel,177364099,,,,G
0.712149,0,Cancel,177364259,,,,G
0.712149,0,Insert,177365267,B,2000,1129,G
0.712205,0,Insert,177365283,B,2000,1460,G
0.712512,0,Insert,177365343,B,1000,1463,G
0.712582,0,Insert,177365363,B,8000,1469,G
0.712584,0,Cancel,177365247,,,,G
0.71273,0,Insert,177365391,A,1000,1472,G
0.712874,0,Cancel,177365391,,,,G
0.716609,0,Insert,177365563,A,1000,1472,G
0.717323,0,Cancel,177365363,,,,G
0.724183,0,Cancel,177365563,,,,G
0.724208,0,Insert,177365827,A,1000,1914,G
0.724221,0,Insert,177365843,B,8000,1469,G
0.724411,0,Insert,177365875,B,1000,1469,G
0.724582,0,Insert,177365907,A,1000,1486,G
0.72693,0,Insert,177366115,A,8000,1471,G
0.726939,0,Insert,177366123,A,1000,1471,G
0.726992,0,Insert,177366151,A,400,1471,G
0.727007,0,Cancel,177364239,,,,G
0.72701,0,Cancel,177364383,,,,G
0.72701,0,Insert,177366175,A,2000,1817,G
0.727223,0,Insert,177366279,A,1000,1472,G
0.727232,0,Cancel,177365875,,,,G
0.727389,0,Cancel,177365843,,,,G
0.729194,0,Cancel,177364055,,,,G
0.754496,0,Insert,177366923,B,1000,1469,G
0.754539,0,Insert,177366927,B,1000,1454,G
0.761732,1,Insert,5006879,B,121,1479,G
0.766549,0,Cancel,177366923,,,,G
0.772879,1,Cancel,7028066,,,,
0.772879,1,Cancel,7028067,,,,
0.772879,1,Insert,7028068,A,10000,1476,G
0.772879,1,Insert,7028069,B,10000,1464,G
0.807015,0,Insert,177367531,B,8000,1469,G
0.807146,0,Cancel,177366927,,,,G
0.807153,0,Insert,177367567,B,1000,1455,G
0.807259,0,Cancel,177366279,,,,G
0.815296,0,Insert,177367667,B,740,1469,G
0.815331,0,Cancel,177366115,,,,G
0.815406,0,Cancel,177366151,,,,G
0.815445,0,Insert,177367699,B,1000,1469,G
0.815459,0,Insert,177367703,A,400,1472,G
0.815564,0,Insert,177367727,B,1000,1469,G
0.823734,0,Cancel,177365343,,,,G
0.82394,0,Cancel,177365267,,,,G
0.82394,0,Insert,177368123,B,2000,1130,G
0.834856,0,Insert,177368239,A,8000,1471,G
0.834899,0,Cancel,177367667,,,,G
0.83495,0,Cancel,177367703,,,,G
0.835102,0,Cancel,177368123,,,,G
0.835102,0,Insert,177368283,B,2000,1129,G
0.83511,0,Cancel,177367567,,,,G
0.835381,0,Insert,177368287,B,1000,1463,G
0.835902,0,Insert,177368327,A,1000,1472,G
0.837786,0,Cancel,177367531,,,,G
0.837842,0,Insert,177368343,A,400,1471,G
0.843819,0,Cancel,177367699,,,,G
0.84414,0,Cancel,177367727,,,,G
0.845569,0,Cancel,177364059,,,,G
0.862427,0,Insert,177368691,B,1000,1454,G
0.864189,0,Insert,177368727,B,8000,1469,G
0.864206,0,Cancel,177368327,,,,G
0.86499,0,Insert,177368739,A,1000,1472,G
0.865291,0,Cancel,177368727,,,,G
0.865374,0,Cancel,177365907,,,,G
0.878692,0,Insert,177368931,B,1000,1466,G
0.884128,0,Insert,177368983,B,8000,1469,G
0.904296,0,Cancel,177368983,,,,G
0.911374,0,Cancel,177368739,,,,G
0.913568,0,Insert,177369407,B,8000,1469,G
0.915947,0,Insert,177369483,A,1000,1485,G
0.916063,0,Insert,177369499,A,1000,1472,G
0.91609,0,Cancel,177369407,,,,G
0.916509,0,Cancel,177369499,,,,G
0.917006,0,Insert,177369531,B,8000,1469,G
0.917894,0,Insert,177369539,B,1000,1468,G
0.921654,0,Cancel,177369483,,,,G
0.922383,0,Cancel,177368287,,,,G
0.925717,0,Insert,177369695,B,1000,1470,G
0.925746,0,Insert,177369703,B,1000,1470,G
0.925803,0,Cancel,177368283,,,,G
0.925803,0,Insert,177369715,B,2000,1130,G
0.925846,0,Cancel,177365283,,,,G
0.925862,0,Cancel,177369695,,,,G
0.925864,0,Cancel,177368239,,,,G
0.926117,0,Insert,177369747,B,2000,1470,G
0.926127,0,Insert,177369755,B,1000,1467,G
0.926397,0,Cancel,177368691,,,,G
0.926759,0,Insert,177369811,B,1000,1470,G
0.926788,0,Insert,177369819,B,1000,1470,G
0.926878,0,Cancel,177368343,,,,G
0.926937,0,Insert,177369839,A,400,1472,G
0.934177,0,Cancel,177366123,,,,G
0.934202,0,Cancel,177357827,,,,G
0.934623,0,Cancel,177366175,,,,G
0.934623,0,Insert,177370011,A,2000,1818,G
0.966777,0,Insert,177370279,B,1000,1173,G
0.966974,0,Insert,177370283,B,8000,1470,G
0.967077,0,Insert,177370299,A,1000,1485,G
0.967091,0,Insert,177370303,B,1000,1470,G
0.967236,0,Insert,177370327,B,1000,1466,G
0.96729,0,Cancel,177354227,,,,G
0.967291,0,Cancel,177360811,,,,G
0.967323,0,Insert,177370343,A,3000,1473,G
0.967583,0,Insert,177370387,B,1000,1468,G
0.967883,0,Cancel,177370387,,,,G
0.971262,0,Cancel,177370303,,,,G
0.971363,0,Insert,4042971,B,10,1471,F
0.971367,0,Insert,177370559,B,1000,1468,G
0.971381,0,Insert,177370563,B,1000,1471,G
0.971381,0,Insert,177370567,B,1000,1471,G
0.971384,0,Insert,177370571,B,200,1470,G
0.971388,0,Insert,177370579,A,1000,1475,G
0.971391,0,Insert,177370583,A,2000,1481,G
0.97141,0,Insert,177370603,B,1000,1471,G
0.97141,0,Insert,177370607,B,1000,1471,G
0.971418,0,Insert,177370615,B,3000,1468,G
0.971423,0,Insert,177370619,A,1000,1472,G
0.971423,0,Cancel,177369839,,,,G
0.971429,0,Cancel,177360395,,,,G
0.971459,0,Cancel,177369715,,,,G
0.971459,0,Insert,177370631,B,2000,1131,G
0.971486,0,Insert,177370639,A,400,1473,G
0.971752,0,Cancel,177370607,,,,G
0.971808,0,Cancel,177370639,,,,G
0.972038,0,Insert,177370727,B,1000,1469,G
0.974327,0,Cancel,177370567,,,,G
0.97483,0,Cancel,177370563,,,,G
0.975505,0,Cancel,177370571,,,,G
0.975626,0,Cancel,177370619,,,,G
0.975654,0,Insert,177370887,A,740,1473,G
0.975655,0,Insert,177370891,A,1000,1473,G
0.975685,0,Insert,177370899,A,2000,1482,G
0.975695,0,Insert,177370903,A,1000,1473,G
0.97582,0,Insert,177370943,A,1000,1476,G
0.975825,0,Cancel,177370891,,,,G
0.975944,0,Cancel,177370011,,,,G
0.975944,0,Insert,177370955,A,2000,1819,G
0.975963,0,Insert,177370963,A,1000,1473,G
0.975991,0,Insert,177370967,A,1000,1473,G
0.976114,0,Cancel,177370559,,,,G
0.97614,0,Cancel,177370887,,,,G
0.977582,0,Insert,177371127,A,1000,1473,G
0.977607,0,Cancel,177370603,,,,G
0.97765,0,Cancel,177370283,,,,G
0.977684,0,Cancel,177370631,,,,G
0.977684,0,Insert,177371135,B,2000,1130,G
0.97777,0,Cancel,177371127,,,,G
0.977954,0,Insert,177371143,B,2000,1461,G
0.977954,0,Insert,177371147,B,1000,1464,G
0.977957,0,Insert,177371151,B,1000,1470,G
1.000257,0,Insert,177371351,B,8000,1470,G
1.000294,0,Cancel,177371147,,,,G
1.000302,0,Insert,177371371,B,1000,1455,G
1.000318,0,Insert,177371375,A,400,1473,G
1.000376,0,Cancel,177371135,,,,G
1.000376,0,Insert,177371379,B,2000,1131,G
1.000426,0,Insert,177371395,B,740,1470,G
1.000433,0,Cancel,177371379,,,,G
1.000433,0,Insert,177371407,B,2000,1130,G
1.000518,0,Insert,177371415,B,1000,1471,G
1.00052,0,Cancel,177370963,,,,G
1.000531,0,Cancel,177371407,,,,G
1.000531,0,Insert,177371423,B,2000,1131,G
1.000543,0,Cancel,177370967,,,,G
1.000548,0,Cancel,177371143,,,,G
1.000549,0,Insert,177371431,B,2000,1471,G
1.000551,0,Insert,177371435,B,1000,1471,G
1.000554,0,Insert,177371443,B,3000,1469,G
1.000556,0,Cancel,177370615,,,,G
1.000935,0,Insert,177371467,B,1000,1468,G
1.001042,0,Insert,177371499,B,1000,1471,G
1.00107,0,Insert,177371515,B,1000,1471,G
1.001979,0,Insert,177372039,B,8000,1471,G
1.004296,0,Cancel,177372039,,,,G
1.005275,0,Insert,177372595,B,8000,1471,G
1.005663,0,Cancel,177360931,,,,G
1.005921,0,Insert,177372775,A,1000,1474,G
1.007179,0,Insert,177372859,B,7000,1463,G
1.00723,0,Insert,177372871,B,1000,1469,G
1.007389,0,Insert,177372879,A,1000,1483,G
1.008912,0,Cancel,177372775,,,,G
1.009402,0,Cancel,177370343,,,,G
1.009434,0,Insert,177372971,A,2000,1474,G
1.009734,0,Cancel,177371375,,,,G
1.009792,0,Insert,177373047,A,400,1474,G
1.009792,0,Insert,177373051,A,8000,1474,G
1.009798,0,Insert,177373059,B,1000,1471,G
1.009832,0,Insert,177373087,B,740,1471,G
1.009907,0,Cancel,177373087,,,,G
1.009983,0,Cancel,177370903,,,,G
1.010064,0,Insert,177373147,A,2000,1483,G
1.010116,0,Insert,177373171,B,740,1471,G
1.010184,0,Insert,177373195,A,1000,1474,G
1.01021,0,Cancel,177373171,,,,G
1.010216,0,Insert,177373207,A,1000,1477,G
1.010436,0,Insert,177373239,A,1000,1474,G
1.010438,0,Insert,177373243,A,1000,1474,G
1.010475,0,Cancel,177370955,,,,G
1.010475,0,Insert,177373247,A,2000,1820,G
1.01136,0,Insert,177373395,A,8000,1473,G
1.01136,0,Insert,177373403,A,750,1474,G
1.011363,0,Insert,177373415,A,1000,1474,G
1.011389,0,Insert,177373431,A,3000,1475,G
1.011422,0,Cancel,177373047,,,,G
1.011445,0,Cancel,177373247,,,,G
1.011445,0,Insert,177373443,A,2000,1819,G
1.011459,0,Cancel,177373207,,,,G
1.01148,0,Cancel,177373147,,,,G
1.012452,0,Cancel,177371371,,,,G
1.017926,0,Cancel,177373415,,,,G
1.017937,0,Cancel,177373395,,,,G
1.017946,0,Cancel,177373195,,,,G
1.017949,0,Insert,177373527,A,1000,1473,G
1.01801,0,Cancel,177373403,,,,G
1.018012,0,Cancel,177373431,,,,G
1.018792,0,Cancel,177360387,,,,G
1.021478,0,Insert,177373579,A,1000,1474,G
1.023069,0,Insert,177373611,A,1000,1479,G
1.029386,1,Insert,5006880,A,1,1470,G
1.049414,0,Cancel,177371151,,,,G
1.071851,0,Cancel,177373579,,,,G
1.079248,0,Insert,177374451,A,400,1473,G
1.079272,0,Cancel,177373527,,,,G
1.079301,0,Insert,177374463,A,2000,1475,G
1.079325,0,Cancel,177374451,,,,G
1.079354,0,Cancel,177373443,,,,G
1.079354,0,Insert,177374475,A,2000,1820,G
1.079361,0,Insert,177374479,A,1000,1474,G
1.079375,0,Insert,177374483,A,400,1474,G
1.079387,0,Insert,177374487,A,1000,1477,G
1.079466,0,Insert,177374491,A,2000,1483,G
1.089545,0,Cancel,177353963,,,,G
1.089571,0,Insert,177374587,A,1000,1771,G
1.091061,0,Insert,177374595,A,1000,1524,G
1.091086,0,Insert,177374599,B,1000,1029,G
1.122973,1,Cancel,7028068,,,,
1.122973,1,Cancel,7028069,,,,
1.122973,1,Insert,7028070,A,10000,1478,G
1.122973,1,Insert,7028071,B,10000,1466,G
1.127974,0,Insert,177375383,A,1000,1472,G
1.127997,0,Cancel,177374463,,,,G
1.128002,0,Cancel,177372971,,,,G
1.128002,0,Cancel,177370899,,,,G
1.128002,0,Cancel,177374491,,,,G
1.128002,0,Cancel,177370943,,,,G
1.128002,0,Cancel,177374487,,,,G
1.128015,0,Cancel,177371435,,,,G
1.128015,0,Insert,177375407,A,3000,1476,G
1.128022,0,Insert,177375435,A,1000,1488,G
1.128055,0,Cancel,177374475,,,,G
1.128055,0,Insert,177375451,A,2000,1818,G
1.129918,0,Cancel,177374595,,,,G
1.130836,0,Insert,177375723,A,1000,1522,G
1.134669,0,Insert,177375783,A,8000,1473,G
1.134675,0,Cancel,177374479,,,,G
1.135123,0,Insert,177375827,A,1000,1474,G
1.13513,0,Cancel,177372595,,,,G
1.135261,0,Cancel,177373059,,,,G
1.135605,0,Cancel,177371499,,,,G
1.135668,0,Insert,177375871,B,1000,1471,G
1.135668,0,Cancel,177371431,,,,G
1.13576,0,Cancel,177371467,,,,G
1.13607,0,Cancel,177375871,,,,G
1.136093,0,Insert,177375991,B,1000,1468,G
1.136177,0,Insert,177376015,B,1000,1471,G
